用户标识,业务类型,主叫时长（分）,被叫时长（分）,免费流量,计费流量,月均上网时长（分）,入网时长（天）,最近一次缴费金额（元）,总缴费金额(元),缴费次数,余额,是否潜在合约用户
65818,2G,94.0,74.0,379.0,11.0,105.0,200.0,50.0,503.0,6.0,72.0,0
66856,3G,127.0,112.0,417.0,-0.0,120.0,269.0,75.0,533.0,5.0,74.0,1
67645,2G,104.0,103.0,393.0,0.0,99.0,127.0,56.0,492.0,12.0,69.0,0
60381,2G,109.0,95.0,367.0,23.0,100.0,173.0,48.0,536.0,9.0,43.0,0
64661,4G,94.0,116.0,381.0,28.0,109.0,151.0,58.0,496.0,13.0,52.0,0
62079,3G,68.0,88.0,382.0,25.0,67.0,248.0,49.0,666.0,11.0,65.0,0
65976,3G,103.0,120.0,407.0,0.0,105.0,212.0,111.0,520.0,9.0,55.0,1
60713,3G,101.0,105.0,391.0,20.0,64.0,159.0,48.0,448.0,12.0,40.0,0
64019,4G,106.0,134.0,383.0,22.0,165.0,105.0,63.0,547.0,9.0,66.0,1
61418,3G,84.0,77.0,384.0,17.0,109.0,185.0,55.0,597.0,13.0,56.0,0
60740,3G,72.0,71.0,407.0,109.0,113.0,251.0,90.0,575.0,8.0,79.0,1
68434,3G,138.0,95.0,397.0,2.0,109.0,166.0,49.0,306.0,5.0,33.0,1
64138,3G,108.0,115.0,378.0,0.0,95.0,184.0,75.0,518.0,4.0,45.0,0
63272,3G,92.0,85.0,386.0,11.0,71.0,228.0,101.0,489.0,10.0,84.0,0
62486,4G,80.0,112.0,364.0,3.0,78.0,170.0,48.0,626.0,12.0,68.0,0
64239,4G,79.0,109.0,374.0,0.0,72.0,175.0,90.0,578.0,7.0,55.0,0
67944,3G,95.0,79.0,415.0,0.0,105.0,180.0,70.0,632.0,4.0,58.0,1
62537,4G,71.0,91.0,372.0,24.0,88.0,189.0,33.0,363.0,9.0,79.0,0
60574,4G,99.0,101.0,392.0,40.0,99.0,160.0,58.0,320.0,6.0,103.0,1
61785,2G,85.0,85.0,389.0,0.0,110.0,214.0,72.0,432.0,13.0,54.0,0
68480,4G,121.0,82.0,412.0,0.0,149.0,90.0,104.0,407.0,10.0,90.0,1
65531,4G,101.0,100.0,391.0,41.0,87.0,183.0,34.0,747.0,5.0,60.0,1
64347,3G,85.0,109.0,382.0,44.0,60.0,159.0,40.0,531.0,11.0,41.0,0
61228,4G,68.0,133.0,403.0,20.0,77.0,227.0,13.0,495.0,7.0,46.0,1
69956,3G,78.0,91.0,378.0,5.0,81.0,193.0,56.0,461.0,11.0,51.0,0
60873,4G,93.0,97.0,373.0,22.0,118.0,226.0,57.0,527.0,12.0,73.0,0
68441,4G,94.0,83.0,412.0,185.0,123.0,146.0,78.0,608.0,11.0,38.0,1
65501,3G,141.0,150.0,385.0,106.0,126.0,249.0,43.0,437.0,8.0,19.0,1
62332,2G,73.0,114.0,383.0,0.0,72.0,184.0,65.0,421.0,7.0,58.0,0
64949,2G,102.0,109.0,397.0,10.0,99.0,172.0,70.0,533.0,7.0,80.0,0
64932,2G,61.0,87.0,381.0,35.0,96.0,165.0,64.0,342.0,7.0,58.0,0
62020,3G,113.0,113.0,423.0,30.0,96.0,236.0,72.0,539.0,9.0,23.0,1
61383,4G,117.0,79.0,416.0,92.0,104.0,190.0,55.0,198.0,11.0,42.0,1
64564,3G,108.0,94.0,380.0,25.0,66.0,173.0,63.0,578.0,14.0,55.0,0
63180,3G,71.0,77.0,373.0,52.0,68.0,197.0,35.0,450.0,7.0,63.0,0
62130,3G,87.0,105.0,389.0,30.0,46.0,144.0,61.0,412.0,9.0,54.0,0
66036,3G,113.0,79.0,384.0,42.0,89.0,192.0,44.0,476.0,9.0,76.0,0
69229,3G,61.0,99.0,382.0,25.0,76.0,138.0,78.0,624.0,8.0,33.0,0
69505,3G,132.0,93.0,412.0,74.0,119.0,196.0,15.0,428.0,3.0,32.0,1
62867,3G,101.0,85.0,396.0,73.0,102.0,250.0,25.0,476.0,2.0,51.0,1
67543,2G,72.0,90.0,388.0,35.0,77.0,227.0,18.0,547.0,6.0,56.0,0
68050,3G,131.0,94.0,410.0,33.0,162.0,219.0,43.0,610.0,4.0,56.0,1
68946,4G,96.0,98.0,384.0,23.0,56.0,173.0,67.0,574.0,6.0,35.0,0
65210,4G,129.0,81.0,404.0,66.0,137.0,221.0,50.0,714.0,11.0,67.0,1
60323,3G,86.0,79.0,364.0,0.0,62.0,195.0,66.0,352.0,9.0,72.0,0
61582,3G,74.0,98.0,411.0,20.0,157.0,133.0,86.0,529.0,7.0,44.0,1
60853,3G,76.0,97.0,385.0,19.0,83.0,154.0,55.0,693.0,9.0,32.0,0
61132,2G,94.0,79.0,377.0,30.0,58.0,179.0,35.0,435.0,5.0,61.0,0
62874,3G,99.0,147.0,402.0,58.0,104.0,208.0,121.0,559.0,13.0,53.0,1
69441,4G,102.0,104.0,375.0,0.0,69.0,155.0,67.0,505.0,5.0,48.0,0
67335,3G,108.0,88.0,381.0,0.0,130.0,209.0,71.0,431.0,4.0,28.0,1
60672,3G,83.0,78.0,388.0,0.0,96.0,207.0,52.0,456.0,11.0,31.0,0
65618,4G,92.0,84.0,403.0,0.0,97.0,230.0,52.0,624.0,11.0,75.0,1
65260,3G,67.0,104.0,372.0,0.0,72.0,193.0,64.0,569.0,11.0,44.0,0
65809,3G,105.0,114.0,400.0,0.0,133.0,262.0,50.0,589.0,2.0,48.0,1
61672,3G,145.0,55.0,421.0,14.0,128.0,271.0,27.0,529.0,5.0,11.0,1
63136,3G,102.0,83.0,373.0,0.0,71.0,182.0,53.0,327.0,8.0,86.0,0
66406,4G,99.0,84.0,383.0,0.0,54.0,204.0,59.0,546.0,13.0,51.0,0
61733,4G,82.0,113.0,386.0,21.0,83.0,178.0,54.0,460.0,6.0,27.0,0
63388,3G,39.0,89.0,392.0,34.0,121.0,178.0,60.0,681.0,5.0,57.0,1
69109,4G,78.0,102.0,408.0,0.0,146.0,269.0,27.0,402.0,8.0,75.0,1
66193,4G,88.0,90.0,367.0,33.0,78.0,152.0,55.0,567.0,4.0,86.0,0
63137,4G,105.0,80.0,384.0,0.0,106.0,148.0,56.0,511.0,9.0,50.0,0
65996,3G,94.0,117.0,420.0,26.0,130.0,231.0,62.0,411.0,11.0,9.0,1
69256,3G,70.0,130.0,412.0,0.0,115.0,219.0,38.0,567.0,7.0,52.0,1
60801,3G,105.0,94.0,402.0,0.0,107.0,243.0,30.0,517.0,4.0,35.0,1
61542,2G,90.0,99.0,368.0,22.0,57.0,159.0,49.0,318.0,6.0,68.0,0
69578,3G,64.0,102.0,377.0,18.0,149.0,183.0,62.0,636.0,6.0,72.0,1
67171,4G,111.0,113.0,393.0,147.0,121.0,261.0,43.0,339.0,8.0,82.0,1
60648,3G,106.0,97.0,387.0,1.0,76.0,130.0,85.0,474.0,7.0,63.0,0
66394,3G,121.0,126.0,397.0,110.0,158.0,223.0,35.0,421.0,11.0,3.0,1
60400,4G,92.0,103.0,426.0,45.0,143.0,174.0,57.0,570.0,9.0,24.0,1
66472,3G,101.0,93.0,365.0,70.0,83.0,169.0,81.0,484.0,5.0,49.0,1
66184,4G,98.0,81.0,387.0,2.0,83.0,164.0,52.0,699.0,8.0,60.0,0
65914,3G,100.0,122.0,401.0,0.0,141.0,142.0,107.0,457.0,8.0,76.0,1
61888,4G,72.0,112.0,405.0,21.0,159.0,168.0,55.0,449.0,7.0,114.0,1
61394,3G,99.0,136.0,416.0,92.0,112.0,173.0,52.0,349.0,6.0,78.0,1
66638,4G,93.0,59.0,381.0,21.0,99.0,212.0,96.0,545.0,10.0,40.0,0
60082,3G,92.0,66.0,393.0,2.0,159.0,217.0,50.0,645.0,2.0,59.0,1
62100,3G,86.0,98.0,389.0,30.0,73.0,150.0,60.0,492.0,8.0,32.0,0
60314,4G,118.0,103.0,384.0,7.0,72.0,200.0,93.0,511.0,12.0,59.0,0
66378,4G,95.0,81.0,370.0,-0.0,97.0,143.0,49.0,511.0,12.0,40.0,0
66387,3G,71.0,89.0,376.0,34.0,86.0,157.0,72.0,620.0,11.0,64.0,0
62358,4G,98.0,121.0,390.0,16.0,98.0,198.0,88.0,472.0,6.0,115.0,1
69610,4G,162.0,102.0,391.0,106.0,102.0,178.0,60.0,517.0,11.0,58.0,1
64893,2G,99.0,112.0,373.0,52.0,99.0,163.0,54.0,611.0,8.0,58.0,0
63246,4G,73.0,89.0,378.0,15.0,85.0,200.0,34.0,668.0,10.0,35.0,0
62934,3G,80.0,104.0,415.0,123.0,107.0,210.0,60.0,625.0,11.0,19.0,1
67527,4G,89.0,87.0,413.0,0.0,139.0,162.0,21.0,283.0,6.0,29.0,1
66043,3G,81.0,93.0,407.0,11.0,127.0,91.0,26.0,278.0,8.0,55.0,1
62536,2G,102.0,86.0,369.0,12.0,53.0,190.0,27.0,434.0,10.0,79.0,0
61434,4G,83.0,116.0,373.0,29.0,64.0,193.0,74.0,382.0,7.0,65.0,0
67360,4G,70.0,120.0,377.0,13.0,77.0,168.0,73.0,528.0,8.0,80.0,0
60191,3G,82.0,132.0,402.0,87.0,126.0,204.0,0.0,543.0,12.0,76.0,1
66176,2G,77.0,100.0,380.0,42.0,67.0,212.0,64.0,482.0,10.0,87.0,0
62036,3G,90.0,74.0,370.0,65.0,82.0,184.0,71.0,445.0,9.0,71.0,0
60224,3G,120.0,123.0,393.0,22.0,150.0,227.0,8.0,557.0,10.0,64.0,1
61029,2G,83.0,98.0,365.0,15.0,103.0,211.0,50.0,458.0,15.0,56.0,0
68973,4G,88.0,77.0,371.0,36.0,83.0,215.0,79.0,521.0,9.0,60.0,0
65769,3G,84.0,95.0,386.0,0.0,98.0,288.0,28.0,610.0,11.0,68.0,1
62747,3G,79.0,80.0,385.0,18.0,76.0,182.0,41.0,462.0,12.0,37.0,0
68343,4G,62.0,106.0,417.0,56.0,103.0,201.0,57.0,375.0,9.0,67.0,1
68575,3G,128.0,75.0,410.0,0.0,136.0,141.0,86.0,467.0,4.0,48.0,1
60825,4G,97.0,84.0,391.0,47.0,63.0,181.0,30.0,569.0,8.0,63.0,0
69549,3G,72.0,161.0,400.0,87.0,66.0,184.0,47.0,431.0,8.0,30.0,1
66985,4G,101.0,87.0,382.0,0.0,51.0,137.0,47.0,418.0,9.0,46.0,0
63802,3G,56.0,127.0,383.0,81.0,117.0,241.0,48.0,395.0,8.0,47.0,1
64133,4G,62.0,78.0,379.0,43.0,95.0,187.0,70.0,586.0,12.0,57.0,0
63056,3G,81.0,97.0,365.0,24.0,95.0,229.0,50.0,532.0,5.0,34.0,0
61791,4G,111.0,99.0,384.0,44.0,73.0,220.0,65.0,558.0,10.0,55.0,0
63047,2G,69.0,62.0,381.0,2.0,85.0,228.0,47.0,440.0,7.0,67.0,0
61346,2G,85.0,73.0,368.0,17.0,50.0,178.0,57.0,443.0,7.0,51.0,0
60116,4G,96.0,73.0,371.0,22.0,106.0,196.0,44.0,425.0,6.0,68.0,0
69903,3G,73.0,129.0,386.0,56.0,77.0,160.0,61.0,377.0,8.0,26.0,1
60272,3G,101.0,83.0,389.0,12.0,83.0,173.0,61.0,645.0,9.0,57.0,0
66485,4G,115.0,131.0,405.0,99.0,107.0,148.0,52.0,667.0,12.0,28.0,1
67391,4G,78.0,86.0,382.0,31.0,71.0,191.0,96.0,341.0,11.0,60.0,0
60783,3G,86.0,92.0,386.0,0.0,183.0,208.0,61.0,504.0,6.0,60.0,1
69098,4G,108.0,81.0,375.0,54.0,51.0,224.0,73.0,509.0,10.0,56.0,0
69738,2G,86.0,84.0,388.0,29.0,106.0,215.0,74.0,411.0,7.0,24.0,0
66748,3G,104.0,99.0,378.0,20.0,61.0,214.0,75.0,400.0,7.0,65.0,0
67138,4G,96.0,111.0,412.0,118.0,85.0,263.0,86.0,482.0,11.0,25.0,1
67294,3G,76.0,115.0,392.0,138.0,94.0,217.0,78.0,415.0,10.0,41.0,1
67234,4G,74.0,111.0,397.0,0.0,122.0,127.0,51.0,367.0,12.0,71.0,1
69156,3G,91.0,49.0,396.0,24.0,118.0,242.0,93.0,668.0,13.0,64.0,1
67630,4G,92.0,100.0,374.0,9.0,54.0,150.0,78.0,486.0,13.0,78.0,0
62916,2G,86.0,85.0,388.0,51.0,78.0,172.0,62.0,575.0,8.0,93.0,0
65501,4G,70.0,91.0,371.0,21.0,76.0,124.0,70.0,467.0,8.0,77.0,0
66807,3G,112.0,88.0,394.0,37.0,150.0,230.0,101.0,733.0,9.0,41.0,1
65018,2G,104.0,89.0,393.0,8.0,87.0,148.0,35.0,575.0,4.0,70.0,0
69599,2G,66.0,99.0,389.0,23.0,73.0,183.0,65.0,480.0,13.0,44.0,0
67872,2G,116.0,93.0,380.0,0.0,92.0,214.0,62.0,519.0,5.0,54.0,0
64462,2G,94.0,82.0,367.0,0.0,84.0,164.0,83.0,438.0,6.0,78.0,0
69401,3G,115.0,109.0,414.0,138.0,156.0,161.0,72.0,696.0,8.0,39.0,1
64751,4G,120.0,104.0,403.0,10.0,92.0,243.0,91.0,508.0,5.0,91.0,1
69135,3G,101.0,61.0,377.0,28.0,112.0,196.0,38.0,518.0,12.0,62.0,0
68152,2G,98.0,58.0,393.0,26.0,95.0,157.0,59.0,543.0,8.0,67.0,0
65019,3G,113.0,80.0,385.0,0.0,113.0,191.0,93.0,519.0,13.0,58.0,1
60852,3G,126.0,111.0,423.0,45.0,112.0,163.0,50.0,678.0,4.0,63.0,1
62878,3G,101.0,79.0,383.0,0.0,75.0,198.0,75.0,576.0,9.0,87.0,0
62670,3G,94.0,70.0,399.0,47.0,152.0,244.0,26.0,327.0,12.0,50.0,1
69198,3G,96.0,81.0,379.0,12.0,89.0,107.0,63.0,561.0,8.0,51.0,0
63741,3G,61.0,81.0,395.0,74.0,129.0,237.0,62.0,448.0,9.0,0.0,1
65242,3G,95.0,94.0,403.0,46.0,155.0,232.0,17.0,507.0,3.0,53.0,1
64768,4G,81.0,84.0,386.0,140.0,126.0,246.0,48.0,421.0,4.0,53.0,1
63340,2G,110.0,87.0,384.0,0.0,97.0,204.0,79.0,592.0,5.0,67.0,0
67704,3G,97.0,107.0,370.0,14.0,85.0,223.0,59.0,408.0,7.0,67.0,0
60357,3G,126.0,93.0,395.0,31.0,79.0,198.0,82.0,567.0,7.0,88.0,1
62650,2G,84.0,69.0,387.0,43.0,67.0,213.0,76.0,575.0,10.0,46.0,0
66492,3G,81.0,136.0,421.0,49.0,94.0,189.0,78.0,527.0,13.0,40.0,1
67889,4G,84.0,91.0,385.0,8.0,96.0,175.0,64.0,455.0,8.0,82.0,0
68731,4G,136.0,132.0,413.0,38.0,94.0,141.0,68.0,406.0,11.0,55.0,1
66385,4G,99.0,87.0,368.0,32.0,98.0,172.0,64.0,437.0,13.0,60.0,0
60614,3G,86.0,83.0,407.0,37.0,89.0,194.0,43.0,328.0,13.0,91.0,1
66758,4G,80.0,89.0,372.0,8.0,73.0,218.0,88.0,608.0,6.0,53.0,0
67648,3G,76.0,92.0,387.0,31.0,68.0,216.0,62.0,575.0,14.0,92.0,0
65818,4G,102.0,76.0,377.0,10.0,70.0,202.0,70.0,482.0,8.0,67.0,0
63888,4G,91.0,95.0,392.0,0.0,87.0,236.0,73.0,446.0,13.0,64.0,0
62376,2G,100.0,76.0,373.0,19.0,112.0,179.0,82.0,565.0,11.0,58.0,0
66071,4G,70.0,90.0,373.0,18.0,72.0,199.0,37.0,557.0,6.0,48.0,0
61163,4G,140.0,102.0,381.0,0.0,106.0,177.0,27.0,378.0,10.0,49.0,1
61311,3G,147.0,94.0,405.0,69.0,144.0,134.0,26.0,515.0,16.0,56.0,1
65233,3G,115.0,42.0,406.0,151.0,150.0,156.0,43.0,353.0,10.0,75.0,1
61121,4G,80.0,89.0,394.0,123.0,178.0,141.0,35.0,522.0,2.0,96.0,1
63991,4G,122.0,123.0,405.0,133.0,86.0,268.0,19.0,453.0,4.0,38.0,1
64906,4G,75.0,83.0,410.0,0.0,62.0,163.0,22.0,522.0,10.0,50.0,1
65014,4G,77.0,84.0,383.0,25.0,86.0,160.0,38.0,511.0,8.0,74.0,0
62351,3G,84.0,70.0,379.0,0.0,128.0,188.0,54.0,779.0,12.0,68.0,1
64618,4G,79.0,97.0,375.0,33.0,94.0,179.0,72.0,509.0,4.0,59.0,0
60293,4G,105.0,90.0,391.0,25.0,66.0,159.0,74.0,666.0,9.0,44.0,0
60255,2G,68.0,78.0,369.0,24.0,113.0,192.0,60.0,454.0,10.0,37.0,0
68215,2G,96.0,94.0,381.0,26.0,48.0,158.0,49.0,491.0,4.0,68.0,0
66797,4G,116.0,121.0,387.0,0.0,106.0,166.0,48.0,426.0,10.0,25.0,1
67120,2G,103.0,108.0,361.0,9.0,69.0,204.0,45.0,380.0,7.0,64.0,0
67260,2G,102.0,101.0,395.0,6.0,41.0,208.0,64.0,513.0,9.0,69.0,0
60095,4G,79.0,79.0,379.0,6.0,87.0,214.0,50.0,377.0,7.0,42.0,0
64244,2G,122.0,78.0,379.0,31.0,101.0,171.0,47.0,484.0,4.0,39.0,0
64473,3G,89.0,95.0,400.0,0.0,96.0,130.0,72.0,545.0,2.0,0.0,1
68561,3G,99.0,107.0,377.0,12.0,61.0,168.0,42.0,387.0,12.0,70.0,0
66539,4G,115.0,59.0,413.0,4.0,106.0,217.0,37.0,410.0,1.0,45.0,1
63897,3G,82.0,133.0,403.0,-0.0,103.0,205.0,93.0,340.0,15.0,48.0,1
64747,4G,134.0,104.0,415.0,69.0,156.0,139.0,108.0,430.0,9.0,71.0,1
60128,2G,67.0,92.0,382.0,6.0,107.0,170.0,40.0,502.0,7.0,83.0,0
64536,4G,72.0,132.0,396.0,31.0,142.0,116.0,68.0,511.0,4.0,65.0,1
64145,4G,86.0,96.0,385.0,102.0,153.0,125.0,69.0,591.0,12.0,94.0,1
62133,2G,105.0,75.0,376.0,0.0,91.0,179.0,56.0,469.0,9.0,82.0,0
67710,2G,89.0,78.0,375.0,43.0,92.0,211.0,59.0,491.0,7.0,65.0,0
65118,3G,73.0,80.0,379.0,63.0,115.0,139.0,37.0,467.0,10.0,49.0,1
67172,4G,111.0,148.0,407.0,0.0,101.0,199.0,19.0,532.0,11.0,60.0,1
66681,3G,111.0,102.0,403.0,65.0,62.0,221.0,53.0,506.0,5.0,88.0,1
68466,3G,94.0,86.0,422.0,0.0,136.0,204.0,25.0,508.0,3.0,44.0,1
69528,2G,68.0,91.0,389.0,26.0,100.0,128.0,37.0,567.0,10.0,49.0,0
64477,4G,86.0,81.0,373.0,0.0,97.0,164.0,50.0,407.0,6.0,23.0,0
67536,4G,84.0,66.0,390.0,30.0,64.0,150.0,59.0,500.0,13.0,71.0,0
61178,4G,71.0,75.0,407.0,0.0,126.0,180.0,65.0,367.0,9.0,39.0,1
69783,2G,99.0,108.0,386.0,16.0,61.0,194.0,64.0,608.0,5.0,74.0,0
65997,4G,116.0,100.0,403.0,65.0,78.0,247.0,61.0,723.0,4.0,37.0,1
65449,3G,104.0,84.0,387.0,13.0,53.0,139.0,82.0,553.0,13.0,55.0,0
61796,4G,92.0,134.0,414.0,46.0,165.0,200.0,70.0,617.0,6.0,45.0,1
60802,3G,64.0,114.0,368.0,42.0,97.0,169.0,51.0,460.0,8.0,76.0,0
66200,3G,80.0,66.0,413.0,48.0,102.0,179.0,4.0,507.0,7.0,36.0,1
60271,2G,87.0,64.0,375.0,30.0,71.0,139.0,59.0,490.0,11.0,90.0,0
67940,3G,89.0,86.0,381.0,0.0,63.0,174.0,39.0,426.0,7.0,82.0,0
63761,3G,76.0,105.0,364.0,38.0,65.0,235.0,55.0,537.0,12.0,58.0,0
62994,3G,130.0,119.0,419.0,80.0,141.0,231.0,18.0,585.0,3.0,52.0,1
69538,4G,85.0,120.0,396.0,41.0,62.0,138.0,11.0,450.0,11.0,21.0,1
67116,2G,101.0,87.0,388.0,25.0,91.0,191.0,48.0,451.0,8.0,44.0,0
65538,3G,123.0,81.0,382.0,38.0,48.0,171.0,40.0,491.0,11.0,77.0,0
65653,4G,97.0,93.0,400.0,84.0,134.0,163.0,75.0,453.0,18.0,42.0,1
69467,2G,87.0,64.0,390.0,14.0,81.0,190.0,69.0,370.0,7.0,62.0,0
68894,4G,84.0,135.0,385.0,20.0,82.0,224.0,53.0,516.0,9.0,64.0,0
60712,4G,93.0,72.0,376.0,12.0,67.0,187.0,57.0,432.0,16.0,45.0,0
60234,2G,127.0,101.0,380.0,4.0,80.0,204.0,57.0,546.0,10.0,57.0,0
62783,2G,104.0,103.0,382.0,10.0,63.0,131.0,34.0,545.0,7.0,32.0,0
65609,2G,107.0,90.0,369.0,0.0,61.0,197.0,62.0,484.0,10.0,77.0,0
62495,3G,80.0,95.0,376.0,27.0,60.0,189.0,51.0,361.0,6.0,30.0,0
66243,4G,95.0,73.0,415.0,34.0,125.0,172.0,0.0,468.0,13.0,38.0,1
61687,3G,109.0,106.0,418.0,0.0,123.0,201.0,53.0,585.0,6.0,4.0,1
67297,2G,109.0,95.0,370.0,26.0,56.0,172.0,73.0,487.0,8.0,29.0,0
63727,3G,128.0,101.0,428.0,49.0,115.0,193.0,24.0,477.0,8.0,75.0,1
61693,3G,91.0,110.0,409.0,180.0,119.0,160.0,40.0,492.0,7.0,88.0,1
69033,3G,89.0,70.0,403.0,165.0,107.0,197.0,30.0,570.0,8.0,22.0,1
64835,4G,126.0,156.0,400.0,61.0,148.0,200.0,88.0,621.0,12.0,42.0,1
67368,4G,121.0,84.0,416.0,14.0,155.0,224.0,42.0,504.0,5.0,48.0,1
67237,4G,72.0,78.0,399.0,108.0,102.0,227.0,0.0,439.0,11.0,92.0,1
62867,4G,90.0,87.0,412.0,203.0,124.0,198.0,54.0,392.0,6.0,109.0,1
63594,3G,86.0,111.0,406.0,104.0,116.0,125.0,87.0,619.0,7.0,91.0,1
61350,2G,105.0,97.0,387.0,11.0,52.0,209.0,59.0,480.0,8.0,78.0,0
68012,3G,79.0,127.0,408.0,92.0,139.0,207.0,72.0,595.0,4.0,73.0,1
67956,2G,79.0,84.0,371.0,18.0,52.0,139.0,57.0,463.0,11.0,44.0,0
60894,4G,121.0,141.0,397.0,79.0,137.0,252.0,40.0,532.0,10.0,64.0,1
68100,4G,85.0,108.0,387.0,129.0,65.0,170.0,96.0,631.0,8.0,65.0,1
60777,3G,97.0,79.0,414.0,39.0,90.0,182.0,51.0,569.0,4.0,9.0,1
68725,3G,93.0,104.0,395.0,0.0,114.0,176.0,47.0,311.0,7.0,90.0,1
69946,3G,98.0,80.0,374.0,13.0,76.0,199.0,66.0,561.0,9.0,66.0,0
68972,4G,124.0,116.0,414.0,96.0,57.0,216.0,-0.0,544.0,11.0,54.0,1
63135,3G,80.0,120.0,372.0,79.0,132.0,143.0,62.0,342.0,9.0,17.0,1
64217,4G,96.0,133.0,402.0,130.0,88.0,238.0,58.0,314.0,10.0,41.0,1
65449,2G,97.0,105.0,370.0,15.0,72.0,129.0,61.0,459.0,12.0,34.0,0
63304,3G,95.0,71.0,385.0,1.0,95.0,202.0,65.0,641.0,11.0,55.0,0
66633,4G,75.0,74.0,381.0,25.0,49.0,158.0,70.0,482.0,10.0,64.0,0
67828,3G,110.0,108.0,366.0,41.0,72.0,160.0,78.0,607.0,11.0,72.0,0
60870,4G,95.0,115.0,412.0,25.0,103.0,122.0,1.0,611.0,11.0,39.0,1
66196,4G,74.0,97.0,379.0,63.0,108.0,207.0,35.0,388.0,6.0,63.0,1
69352,4G,69.0,118.0,409.0,50.0,115.0,248.0,30.0,442.0,5.0,35.0,1
63041,2G,101.0,81.0,374.0,35.0,63.0,194.0,44.0,628.0,12.0,82.0,0
61810,3G,92.0,116.0,388.0,58.0,137.0,187.0,54.0,267.0,12.0,46.0,1
62859,3G,116.0,122.0,415.0,38.0,123.0,191.0,94.0,591.0,3.0,51.0,1
65462,4G,63.0,101.0,384.0,39.0,86.0,158.0,33.0,475.0,9.0,38.0,0
67662,4G,88.0,109.0,378.0,75.0,110.0,179.0,63.0,568.0,3.0,12.0,1
69623,3G,121.0,122.0,404.0,114.0,116.0,86.0,78.0,602.0,11.0,0.0,1
66236,3G,115.0,82.0,384.0,0.0,97.0,188.0,47.0,459.0,4.0,59.0,0
67894,4G,117.0,125.0,386.0,36.0,153.0,123.0,29.0,508.0,15.0,45.0,1
64207,3G,98.0,57.0,374.0,0.0,69.0,190.0,38.0,474.0,6.0,67.0,0
68963,2G,74.0,107.0,382.0,29.0,99.0,231.0,33.0,486.0,9.0,80.0,0
66163,4G,70.0,108.0,411.0,0.0,111.0,166.0,96.0,422.0,10.0,3.0,1
69981,4G,74.0,85.0,409.0,0.0,144.0,144.0,76.0,484.0,6.0,101.0,1
63128,4G,75.0,91.0,372.0,36.0,72.0,232.0,71.0,500.0,8.0,72.0,0
68871,3G,103.0,87.0,364.0,11.0,74.0,132.0,35.0,376.0,9.0,62.0,0
61067,4G,81.0,83.0,376.0,12.0,59.0,182.0,72.0,486.0,11.0,72.0,0
64069,4G,123.0,69.0,391.0,125.0,139.0,215.0,90.0,524.0,7.0,72.0,1
67152,3G,100.0,165.0,399.0,5.0,141.0,164.0,88.0,404.0,8.0,56.0,1
63695,3G,68.0,79.0,391.0,33.0,186.0,232.0,57.0,490.0,6.0,0.0,1
63083,2G,99.0,98.0,374.0,0.0,87.0,185.0,53.0,633.0,6.0,54.0,0
60591,2G,103.0,90.0,369.0,19.0,75.0,185.0,47.0,606.0,10.0,41.0,0
64641,4G,84.0,74.0,388.0,55.0,80.0,227.0,57.0,452.0,9.0,55.0,0
68036,4G,97.0,117.0,386.0,0.0,110.0,152.0,9.0,391.0,6.0,37.0,1
67060,2G,90.0,73.0,374.0,21.0,88.0,157.0,62.0,504.0,6.0,80.0,0
66212,2G,82.0,100.0,384.0,0.0,95.0,202.0,28.0,581.0,9.0,57.0,0
68800,3G,89.0,89.0,382.0,16.0,80.0,191.0,77.0,421.0,14.0,55.0,0
68404,3G,47.0,81.0,413.0,56.0,114.0,165.0,49.0,513.0,9.0,14.0,1
68411,3G,94.0,100.0,385.0,70.0,101.0,174.0,0.0,471.0,11.0,19.0,1
66747,2G,83.0,81.0,386.0,0.0,80.0,187.0,15.0,517.0,7.0,52.0,0
65995,4G,94.0,126.0,404.0,24.0,102.0,189.0,35.0,285.0,5.0,70.0,1
68500,4G,105.0,87.0,412.0,10.0,97.0,289.0,39.0,524.0,14.0,60.0,1
68895,4G,89.0,123.0,398.0,36.0,131.0,230.0,95.0,438.0,12.0,83.0,1
66764,4G,157.0,123.0,403.0,30.0,101.0,164.0,58.0,463.0,6.0,11.0,1
68945,4G,103.0,140.0,394.0,81.0,103.0,149.0,10.0,275.0,5.0,89.0,1
68111,3G,77.0,115.0,382.0,35.0,80.0,153.0,60.0,336.0,11.0,42.0,1
68942,4G,109.0,88.0,391.0,124.0,147.0,207.0,0.0,481.0,10.0,18.0,1
60158,4G,102.0,93.0,384.0,21.0,49.0,191.0,83.0,449.0,6.0,80.0,0
63295,4G,79.0,95.0,402.0,122.0,121.0,174.0,84.0,503.0,8.0,0.0,1
61833,4G,89.0,99.0,386.0,13.0,67.0,209.0,58.0,501.0,7.0,53.0,0
66335,4G,125.0,85.0,392.0,24.0,61.0,229.0,33.0,539.0,5.0,95.0,1
69142,4G,73.0,92.0,398.0,31.0,91.0,222.0,51.0,562.0,7.0,76.0,0
60812,4G,133.0,89.0,422.0,56.0,157.0,194.0,37.0,516.0,9.0,80.0,1
67751,4G,88.0,89.0,416.0,107.0,156.0,239.0,86.0,469.0,6.0,85.0,1
69168,2G,80.0,101.0,368.0,27.0,55.0,195.0,52.0,531.0,9.0,72.0,0
64896,2G,73.0,114.0,375.0,8.0,105.0,201.0,57.0,387.0,8.0,56.0,0
